Date / Time,City,State,Shape,Duration,Summary,Posted
9/17/21 22:10,Laguna Hills,CA,Light,15 minutes,"At 10:10 pm I walked outside, scattered clouds in sky.  Clouds were moving slowly sideways.  Behind the cloud above my head were 3 circ",
9/17/21 22:00,Livingston,TN,Diamond,7 minutes,"Diamond/Prism object, spinning on an axis. Lasted 7-9 minutes joined by darker than night mother ship and then another diamond Prism jo",
9/17/21 21:25,Moses Lake,WA,Circle,15 seconds,Circles and in wierd positions,
9/17/21 18:15,Ottawa (Canada),ON,Flash,~30 seconds,Object seemingly moves in two directions at once while brightening and dimming.,
9/16/21 19:45,Pocatello,ID,Light,25 minutes,Glowing light swoops down lands atop mountain emits bright lights then chased off by 6 silent helicopters with green lights,
9/16/21 19:14,Hudson Falls,NY,Oval,60 seconds,Shiny / metallic orange - red colored oval flying over Hudson Falls witnessed by retired LEO,
9/16/21 19:00,Tucson,AZ,Formation,17 minutes,"Strange circle formation of lights observed above Tucson, AZ hovering and moving northeast towards Oracle, AZ.",
9/16/21 00:20,Brick,NJ,Sphere,5 mintes,Two reddish orange spheres very visible that travels as fast speeds.,
9/15/21 20:45,Lake Sumter Landing,FL,Light,8,"On this evening it was dark and partly cloudy. While listening to a live band outside and watching the SpaceX launch live on my phone,",
9/15/21 20:30,Grand Junction,CO,Light,1.5 minutes,Atmosphere entering Tracer Fire lights,
9/15/21 20:06,Port Saint Lucie,FL,,5 minutes,((NUFORC Note:  Witness provides no detailed information.  PD)),
9/15/21 20:00,Vero Beach,FL,Changing,10 minutes,((NUFORC Note:  Witness provides no detailed information.  PD)),
9/15/21 18:30,Clearwater,FL,Light,1.5 minutes,There was one big really bright light Lighting up the clouds and beside it was A smaller less bright light that was admitting beams of,
9/15/21 16:30,Norfolk,VA,Light,1 minute,"White Orb seen traveling across sky, which then slowed, stopped, and then traveled away in different direction fading into distance.",
9/15/21 10:23,Jacksonville,NC,Light,3 minutes,"Very bright light,No noise led and followed by two other crafts",
9/15/21 08:30,Sycamore,IL,Circle,20 seconds,"Looked up at a piper plane traveling south of my home. As I looked at it to the west a beam of light, like headlights lit up a pathway",
9/15/21 06:00,Staunton,VA,Unknown,15 minutes,"Southern sky, slightly east about 11 o'clock. Noticed wavering light within a small area in the sky that looked like wavy light or an a",
9/15/21 03:00,Liverpool,NY,Unknown,15 minutes,I saw something strange white mostly in color and I have 3 pictures of object changing courses and shape,
9/15/21 00:00,Canby,OR,Other,Multiple hours,For multiple nights on clear nights I am able to observe to the west what appears to be a floating pyramid with just the outside edges,
9/14/21 21:00,Alto,NM,Light,6 seconds,"Four mysterious, large lights appear in night sky over Alto New Mexico.",
9/14/21 21:00,St. Petersburg,FL,Light,45 seconds,Two lights hovering and interacting in a controlled manner.,
9/14/21 20:43,Cornwall (Canada),ON,Oval,5 minutes,"On September 13th 2021 approximately 8:40 p.m. witnessed above the sky in Eastern Ontario Canada. multiple objects, multiple colors, mu",
9/13/21 22:53,Palm Springs,CA,Triangle,20 seconds,It was sitting on saddle junction mountain to the southwest side. We had never seen such a huge bright light. Was the size of at least,
9/13/21 22:30,Temple Terrace,FL,Light,20 minutes,"I witnessed multiple strange white lights moving above me, in cloud cover on the evening of 09-12-2021 in the city of Temple Terrace, F",
9/13/21 21:00,Litchfield park,AZ,Circle,30,West valley sighting heading 270 out past the white tanks rotating stationary ball of multiply vibrant colors at high alt.,
9/13/21 15:28,Whittier,CA,Light,1 minute 38 seconds,On September 13th at around 3:28 pm I witnessed 2 ufo as a flock of white doves flew around the cemetery. I took out my phone and caugh,
9/13/21 03:15,Apache Junction,AZ,Disk,Still happening,At about 15 miles distance we observed a huge saucer with multitudes of lights ascending and then disappearing into the craft.,
9/13/21 03:15,Apache Junction,AZ,Disk,Still happening,At about 15 miles distance we observed a huge saucer with multitudes of lights ascending and then disappearing into the craft.,
9/12/21 00:00,Cornwallville,NY,Cigar,1 second,Cigar shaped flash of light Quarter mile ahead at 5:47am,
9/12/21 21:03,Kings Park,NY,Circle,1 minute 6 sec,I was at The Pavilion in Sunken Meadow State Park (NY) for my daughters wedding on 9/12/21. It was 9:03pm and I was pushing my granddau,
9/12/21 20:10,Oshawa (Canada),ON,Triangle,5 minutes,Initially hoved with a bright light then made lateral movements disappeared and reappeared,
9/12/21 18:00,Dallas,TX,Cigar,60 seconds,"White fast moving “tic Tac” like object flying over Dallas , completely silent",
9/12/21 07:59,West Fallowfield,PA,Chevron,2 minutes,Chevron shaped object hovered and disappeared in broad daylight,
9/12/21 03:00,Meadville,PA,Sphere,Still actually,"They're characters in the form of spheres, plazma-like entities (both are in few or more different sizes)plazma-like ones are in multip",
9/12/21 01:11,Kalamazoo,MI,Disk,30 seconds,"Black disc shaped craft with a row of bright red, blue and green bright lights around the disc hovered low and made no noise.",
9/11/21 22:05,Lake Worth,FL,Chevron,15 seconds,Chevron or Boomerang-shaped sighting over Florida Sep 11 2021,
9/11/21 21:10,Westbrook,CT,Cigar,1 minute,Bright circular light hovering in woods at eye level and then “turns off” without sound,
9/11/21 21:10,Westbrook,CT,Cigar,1 minute,Bright circular light hovering in woods at eye level and then “turns off” without sound,
9/11/21 19:40,Philadelphia,PA,Cylinder,7 minutes,"My husband & I witnessed 20-23 objects flying from south to north, mostly in a straight line. A few were random toward the rear at the",
9/11/21 16:15,Iowa City,IA,Disk,10 seconds,"Orange saucer shaped. Looked as if it was lit from bottom. It was really moving, but appeared to hover and move up slightly. Then it go",
9/11/21 15:30,York,PA,Cylinder,5-10 minutes,Shiny upright cylinder that rotated seen by three witnesses,
9/10/21 23:30,Sweetwater,TX,Egg,8 seconds,Was sitting next to a little bawnfire talking and listening to music when I took a drink and looked up to see 5 small crafts flying in,
9/10/21 23:30,Sweetwater,TX,Triangle,A few seconds,Triangular craft above Texas sky.,
9/10/21 22:15,Kennebunk,ME,Flash,1 minute,2 Green Flashing Lights moving unbelievably fast,
9/10/21 21:15,Beeton (Canada),ON,Sphere,>5 minutes,Orange Orb vanishes in clear night sky. Beeton Ontario Canada,
9/10/21 00:30,Brunswick,GA,Cigar,10:00,"A multi colored cigar shaped object emitting no sound and the size of a school bus, glided over the tope of my truck while stopped.",
9/10/21 00:30,Brunswick,GA,Cigar,10:00,Friday Morning: 9/10/2021 Time: 00:30 I had just gotten off work and was driving north on highway 17 in Brunswick.  I noticed a bright,
9/9/21 21:17,Marietta,GA,Fireball,2 minutes,Saw pulsing orb in sky followed by plasma/fireballs above my street,
9/9/21 20:00,Seguin,TX,Teardrop,10 minutes,Driving in my car I saw a black object floating in the sky over a field.   I pulled over to get a better look.  It was moving but not v,
9/9/21 00:45,North Lima,OH,Triangle,5-10 minutes,"Triangular object w/ green lights hovering, keeping pace w/vehicle at 65mph.",
9/8/21 22:20,Federal Way,WA,Teardrop,5 seconds,was driving to work i looked up and saw 3 teardrop shaped crafts that were rockets a few mile apart from each other in guessing I drove,
9/8/21 20:48,York,PA,Diamond,1 minute,Diamond-shaped object with lights seen flying over Interstate 83.,
9/8/21 19:13,Leonardo,NJ,Cigar,Seconds,Black tic tac shaped object observed in photo of sky at sunset,
9/8/21 17:30,Duluth,MN,Other,5 minutes,We stopped at a wayside rest on the Scenic Highway heading back towards Duluth. We were sitting on top of this cliff watching the lake,
9/8/21 16:30,Duluth,MN,Other,5 minutes,We stopped at a wayside rest on the Scenic Highway heading back towards Duluth. We were sitting on top of this cliff watching the lake,
9/8/21 10:01,Oxford,CT,Oval,34 seconds,3 Bright Ovals scanned front to back and disappeared.,
9/8/21 01:00,Rochester,NY,Light,2 seconds,Rochester ny bright white ball of light flying fast,
9/7/21 21:30,Ocean Isle Beach,NC,Flash,1.5 hours,Numerous Lights in Ocean Isle Beach,
9/7/21 17:10,Randolph,MA,Sphere,20 seconds,Gold orbs racing down my street about 10 ft off ground.,
9/7/21 15:00,Liverpool (UK/England),,Cylinder,6 minutes,"Vertical cylinder, slow moving but caught sunlight reflects a couple of times which is what made me look up.was travelling in a south t",
9/7/21 06:44,Shoreline,WA,Unknown,3 minutes,Odd white low streak going across the sky,9/7/21
9/6/21 20:00,Bristol,CT,Triangle,2 minutes,"As my boyfriend and I drove down the street, we saw a golden glowing triangular shape moving slowly away from us. I watched it closely",
9/6/21 19:56,Lancaster,CA,Fireball,28 seconds,Red orange fireball no sound heard. Unknown speed more like gradual gliding,
9/6/21 12:35,Jacksonville,FL,Cylinder,10-15 seconds,I saw 3 cylindrical objects flying past our Jet Blue flight as we were approaching the airport.  ((NUFORC Note:  Witness is pilot.  PD),9/7/21
9/6/21 11:50,Ogilvie,MN,Oval,,I went to my deck looking at the sky saw to s/e a round oval shape was like a very bright yellowish then it moved fast up then as it di,
9/5/21 23:00,Lake Elsinore,CA,Triangle,1 minute,Was sitting upstairs feeding baby and looking out window to pass time. Saw lights in the form of a triangle above the house across the,9/7/21
9/5/21 23:00,Fairbanks,AK,Sphere,2 minutes,Fairbanks PD sees UFO,
9/5/21 22:00,Sinking Spring,PA,Fireball,3 minutes,2 fire-like orbes circling in the sky,9/7/21
9/5/21 20:47,Chester,PA,Fireball,2 minutes,A fire ball of an object appeared over my house. It was sitting in one place as I filmed it but began to move when the film started. It,9/7/21
9/5/21 11:29,Malibu,CA,Cigar,30 seconds,UFO's above Decker Canyon,
9/5/21 09:30,Everett,MA,Chevron,10 minute,"2 objects flying very close to each other, I thought it looked really dangerous as I thought at first they were planes, 4 more appeared",9/7/21
9/4/21 22:30,Pittsburgh,PA,Sphere,2 minutes,Definitely not an aircraft.,9/7/21
9/4/21 21:00,Midlothian,VA,Unknown,30 seconds,"Two objects seen flying together over Chesterfield,VA",9/7/21
9/4/21 18:30,Dover,PA,Sphere,20 minutes,Two formations of smaller objects came together to form two larger objects disappeared and reappeared miles away.,9/7/21
9/4/21 12:45,Rio Vista,CA,Diamond,4:00,It was about 1 in the afternoon going through Taco Bell looking up over Dodge dealership and seeing 7 tiny diamond shaped objects at fi,9/7/21
9/4/21 03:15,Bowie,MD,Triangle,2.5 hours,Bright light floating around,9/7/21
9/4/21 01:00,Jacksonville,FL,Triangle,10 seconds,"I'm standing outside smoking a wine black n mild..looking up @the stars,as always..to my upper right,I see somewhat of a V-shaped craft",9/7/21
9/4/21 00:00,Pepperell,MA,Sphere,Fast,I have been seeing things daily. I have a ton of pictures and videos! Problem is we are dealing with ufos they don’t show up when I try,9/7/21
9/3/21 23:45,Mount Hope,WV,Light,30-60 seconds,Light Moving Rapidly and Ascending,
9/3/21 21:50,Hanover,PA,Light,20 minutes,Flickering light in a stationary position for close to 20 minutes in the Western sky from PA.,9/7/21
9/3/21 21:44,Sterling,PA,Other,5 minutes,3 level yellow lights with 3 smaller blinking red lights below. back of triangle? tk 5 min to travel length of finger.15 mi. away.,
9/3/21 21:00,Black Hills Thurston County,WA,Light,2 seconds,Bright white light suddenly appears and drops straight down,9/7/21
9/3/21 20:45,Johnson City,TN,Triangle,1 minute,"Triangle craft, moving fast in straight line towards horizon.",9/7/21
9/2/21 21:00,Athens,GA,Fireball,10 seconds,Pure white light flying in such a way that no earthly craft possibly could.,9/7/21
9/2/21 20:00,Nashville,TN,Unknown,5 minutes,2 objects near Nashville airport. I was down Murfreesboro Rd going under the runway by airport.  When i came out from under it I se,9/7/21
9/2/21 19:40,San Diego,CA,Circle,15 minutes,I saw one object with dotted green and red lights. There were 3 green and 2 red lights that were blinking rhythmically. The entire obje,
9/2/21 05:35,Gilbert,AZ,Cigar,1 minute,Ufo monitoring power grid and electricity.,9/7/21
9/1/21 21:35,Eau Claire,WI,Rectangle,8 minutes,Strange lights seen near the Chippewa Valley Airport,
9/1/21 18:52,Hodgkins,IL,Other,4 minutes,Three Tic-Tac UFO’s flying over UPS,9/7/21
9/1/21 12:10,Salem,OR,Unknown,5 minutes,"Six objects in the sky, moving north to west, changing formations as they moved before disappearing.",9/7/21
Date / Time,City,State,Shape,Duration,Summary,Posted
8/31/21 00:00,Pepperell,MA,Light,20 minutes,This is the second time I have reported a sighting. I called your within a week number. Left a message and got nothing back. I have cal,9/7/21
8/31/21 23:00,Houston,TX,Light,7 seconds,strange lights playing tagg  ((NUFORC Note:  Witness does not indicate date of sighting.  PD)),9/7/21
8/31/21 20:35,Spokane,WA,Fireball,5 seconds,"Orange ball of light heading east, fast, silent, then disappeared",9/7/21
8/31/21 12:45,Unionvale,NY,Rectangle,7 minutes,Rectangular craft hovering over mountain road,9/7/21
8/30/21 22:30,Clarksville,TN,Light,2 seconds,two orange lights side by side with what can only be described as a orangish red comet tail shooting down from the sky very low,9/7/21
8/30/21 22:00,Wichita Falls,TX,Diamond,20 minutes,Walked outside.. didn't think much of it with stars & nighttime sorties near AFB.  But sat out there are what appeared as a star.. this,9/7/21
8/30/21 11:04,Roswell,NM,Disk,1 minute,Photographed something I can not explain 8/30/2021 NW of Roswell NM.,
8/30/21 04:45,Ruskin,FL,Disk,1:00,Bright saucer shape floating in the sky,9/7/21
8/30/21 04:45,Sandpoint,ID,Other,~3-4 minutes,"Looking toward Western sky, my sister and I watched an object with a bright, white light at the head and a smaller, white light at the",9/7/21
8/29/21 23:30,Essex (UK/England),,Light,15 seconds,A very bright light that moved behind a “cloud” and flew off very quickly.,9/7/21
8/29/21 22:00,Surrey (Canada),BC,Light,5 minutes,Satellite changed direction while I watched,9/7/21
8/29/21 22:00,Atlantic Beach,NC,Light,>1 hour,Small white lights moving quickly same paths,9/7/21
8/29/21 21:00,Durham,NC,Fireball,40 minutes,Bright white and red/orange lights flashing and darting around in the night sky. I watched it for about 40 minutes and took 2 videos wi,9/7/21
8/29/21 12:30,Des Moines,WA,Sphere,3 seconds,Spherical White Object Seen from Aircraft While Landing at SeaTac Airport,9/7/21
8/29/21 05:39,Shoreline,WA,Light,1 minute,Bright light on object.,9/7/21
8/29/21 01:25,Albany,OR,Light,5 minutes,Bright white light seen for 30 miles,9/7/21
8/28/21 23:11,Pine City,NY,,,MADAR Node 82,
8/28/21 22:30,Manorville,NY,Light,10 minutes,"On Captain Daniel Roe Highway, a driver and I saw a repeating flash of light trail across the sky. I do not recall which direction the",9/7/21
8/28/21 21:12,Alton (Hampshire)(UK/England),,Other,3-4 minutes,"two blue/purple lighted craft flying next to/and near to each other in night sky at moderate speed towards the town of alton,hampshire",9/7/21
8/28/21 20:30,Chattanooga,TN,Other,9 minutes,"Brilliant Illumination fixed spot in sky, did not move, then dissipated",9/7/21
8/28/21 20:00,Norris City,IL,,,MADAR Node 115,
8/28/21 17:45,Issaquah,WA,Circle,>10 minutes,White reflective sphere about the size of a star seen in the daylight hours,9/7/21
8/28/21 05:06,Jonesboro,AR,,,MADAR Node 143,
8/27/21 16:58,Boise,ID,,,MADAR Node 111,
8/27/21 05:24,Jonesboro,AR,,,MADAR Node 143,
8/27/21 03:00,Mississuga (Canada),ON,Oval,2.5 hours,Two brightly shining objects cycle up and down at night above lake,9/7/21
8/27/21,Bothell,WA,,,Starlight UFO in sky going in odd directions,9/7/21
8/26/21 00:00,Portsmouth,OH,Formation,20 minutes,I just happen to scan the sky as I often do and saw 4 lights in a triangle formation moving from West to east. As they grained altitude,9/7/21
8/26/21 22:25,Milton,ON,Fireball,40 minutes,Two bright orange balls of light blinking in and out of visibility at intermittent times over the span of an hour,9/7/21
8/26/21 22:00,Littleton,MA,Triangle,10 seconds,"Triangular shaped, low flying object outline by bright multi-colored lights",9/7/21
8/26/21 21:45,Duck,OH,Light,30 minutes,"White orbs off Duck, NC",9/7/21
8/26/21 20:45,Star Valley,AZ,,,MADAR Node 53,
8/26/21 15:35,Oakland,CA,Circle,30 seconds,"White round object around airplane level in the sky jumped around in zig-zag pattern like a mouse cursor, hovered, and disappeared.",9/7/21
8/26/21 15:30,Land O Lakes,FL,Light,15,Objects right before line of thunderstorms,9/7/21
8/26/21 12:00,,CO,Cigar,,"((HOAX)) I saw home world of, the little green men.  They asked me to show them the location of Earth/my Homeworld.",9/7/21
8/26/21 11:39,Cambridge,OH,,,MADAR Node 137,
8/26/21 07:57,Royal Palm Beach,FL,,,MADAR Node 76,
8/26/21 01:00,Granville,MA,Light,3 hours,LED LIGHTS IN CORN FIELD AND WOODS..  ((NUFORC Note:  Source of report elects to remain totally anonymous.  PD)),9/7/21
8/25/21 22:06,Sandbridge/Virginia Beach,VA,Circle,27 seconds,Bright red/orange circular object,
8/25/21 21:05,Tigard,OR,Light,2 minutes,"Fast moving bright light seen near Portland, OR.  ((NUFORC Note:  Report from airline captain.  PD))",9/7/21
8/25/21 20:48,Los Angeles,CA,Light,1 minute,Ball of white light slowly traveling across the sky at a relatively low altitude,9/7/21
8/25/21 20:24,Old Bridge,NJ,Sphere,4:00 minutes,I was sitting in my back yard when I saw this strange star that seemed to be moving in the sky.  I got my phone and videotaped in a sou,9/7/21
8/25/21 20:00,Dayton,OH,,24,Add to extremely real reports and evidence UFO watching me and I have paranormal mouth I know of a planet were 2 moons and if your look,9/7/21
8/25/21 20:00,Dayton,OH,,24,Tmz and new York post and celebritys and you and authoritys knows about the supernatural test of a goddess I can do and part why UFO wa,9/7/21
8/25/21 13:41,Goshen,KY,,,MADAR Node 182,
8/25/21 13:41,Goshen,KY,,,MADAR Node 182,
8/25/21 05:16,Salt Lake City,UT,,,MADAR Node 175,
8/25/21 05:16,Salt Lake City,UT,,,MADAR Node 175,
8/25/21 04:49,Boise,ID,,,MADAR Node 111,
8/25/21 02:35,Tonopah,AZ,Disk,20 minutes,"many disks/ lights seen through night detection, then an actual large dish object appears",9/7/21
8/25/21 00:41,Lords Valley,PA,,,MADAR Node 44,
8/24/21 23:45,Hoffman Estates,IL,Teardrop,~15 minutes,Teardrop/tic-tac spotted with a greenish white tail as it vanished into thin air.,9/7/21
8/24/21 22:20,Fayetteville,NC,,,MADAR Node 174,
8/24/21 21:20,Melcroft,PA,Light,5 minutes,"Hello,  Tonight around 9:20pm I was traveling on route 711 in westmoreland county, just north of Normalville in the region of melcroft.",9/7/21
8/24/21 11:53,St. Louis,MO,,,MADAR Node 70,
8/24/21 08:38,Grand Junction,CO,,,MADAR Node 75,
8/23/21 00:00,St.clair,MO,Light,20 minutes,I  live in the country.The ridge I took the video of with the huge pulsing light had nothing behind it ..no town or anything .It was a,9/7/21
8/23/21 22:00,Seattle,WA,Sphere,2 seconds,Saw two orbs while stargazing,9/7/21
8/23/21 22:00,Boonton,NJ,Circle,10 minutes,Unexplained lights over New Jersey.,9/7/21
8/23/21 20:56,Glen Mills,PA,Formation,>20 seconds,Four bright yellow-orange lights (three of which were in triangle formation) hovering/suspended in air,9/7/21
8/23/21 02:00,Tooele,UT,Circle,20 seconds,Happened while smoking a cigarette at 2am.i could literally sense something in the sky above my house. I stared in the area I suspected,9/7/21
8/23/21 00:00,Ft. Worth,TX,Light,8 seconds,"Light passing by last night overhead. Soon as I flashed my flashlight on it,it reversed course at a high rate speed!",9/7/21
8/22/21 23:15,Alameda,CA,Oval,2 minutos,Oval shaped craft with orange lights around red lights in a cross shape,9/7/21
8/22/21 22:39,Dallas,GA,Triangle,"A minute or so, until it ",3 bright flashing lights in triangle formation with a red light in the center,9/7/21
8/22/21 22:30,Osgood,IN,Light,5 minutes,Yellowish/orange Light seen by 3 people in South Eastern Indiana.,9/7/21
8/22/21 15:45,Greensboro,NC,Circle,30 minutes,Cluster of potential UFOs,9/7/21
8/22/21 08:46,Show Low,AZ,,,MADAR Node 74,
8/21/21 23:47,El Paso,TX,Circle,1 minute,1 ball turned into 2 balls.,9/7/21
8/20/21 23:50,Myrtle Beach,SC,Cigar,>5 minutes,Green object hovers then rapidly changes elevation and direction.,9/7/21
8/20/21 19:58,Salem,MA,Disk,~1 minute,"Salem, MA UFO sighting; by the power plant, in the same location as one before, 69 YEARS AGO!",9/7/21
8/20/21 11:11,Mt. Vernon,IN,,,MADAR Node 119,
8/20/21 07:40,Sahuarita,AZ,Oval,10-20 seconds,"Silver oval shape-changing object seen west of Sahuarita, Arizona in broad daylight",9/7/21
8/20/21 05:21,Newburgh,IN,,,MADAR Node 142,
8/19/21 18:00,Dallas,TX,Unknown,2 minutes,"Strange metallic, possibly triagular or pentagonal shaped, single object in sky above Dallas, TX on 8-19-21",8/20/21
8/19/21 17:54,Nanuet,NY,,,MADAR Node 180,
8/19/21 12:31,Marietta,GA,,,MADAR Node 90,
8/19/21 09:45,Mifflinburg,PA,Triangle,2-3 minutes,Slow flying triangle craft with flashing lights on all three points,8/20/21
8/19/21 03:00,Santa fe,NM,Fireball,5 minutes,The night of August 19th 2021 around 3:00 in the morning I look towards the ski base Santa Fe New Mexico and I saw a ball of light in t,9/7/21
8/19/21 00:33,"Cape Coral, Fl",MD,Light,2 minutes,Lights appear and change color.,9/7/21
8/18/21 21:11,Newark,NJ,Sphere,3 seconds,It looked like a sphere surrounded by a fiery orange mist. Going North west. I spotted it over the Applebee’s restaurant.,9/7/21
8/18/21 21:00,Lachute (Canada),QC,Circle,1m15sec,My friends girlfriend was first to see the object which at first looked like a fireball going from west to east but after 10-15 seconds,8/20/21
8/18/21 20:40,St. Louis,MO,Fireball,20 seconds,Green-light ball with a tail looks  like  a shadow was falling under 45 degrees for a 15-20! Seconds and disappears Was only one and do,8/20/21
8/18/21 20:25,Barre,VT,Triangle,3 minutes,Triangle shape with green and red blinking lights and one static white light hovering in the north sky over Barre VT before flying off,8/20/21
8/18/21 20:20,St. Pete Beach,FL,Sphere,5 minutes,Lighted object above Gulf of Mexico seen from St. Pete Beach displayed impossible up and down maneuvers and speed,9/7/21
8/18/21 19:37,Midland,TX,Light,1-2 minutes,me and my friend driving down hwy349 its pooring rain to the point we can barley see in front of us. Traveling about 30 miles per hour,8/20/21
8/18/21 19:30,Glen Allen,VA,Cigar,15 minutes,"4 white, silent torpedoes slowly moving eastward near Deep Run High School",8/20/21
8/18/21 19:20,Charlotte,NC,Oval,45 Seconds,Oval shaped objects flying northwest to southeast at impossibly fast speeds for the altitude. 2 more objects at high altitudes circled.,8/20/21
8/18/21 16:37,Valley City,ND,,,MADAR Node 93,
8/18/21 12:00,Hollywood,FL,Other,1 second,"Got it on video , ufo flying in speed unknown to human",9/7/21
8/18/21 01:07,Oaklandon,IN,,,MADAR Node 87,
8/17/21 22:59,Kennett square,PA,Light,15 minutes,"Color changing, circular glowing light spotted, turning on and off as it panned over the sky.",8/20/21
8/17/21 20:55,Durham,NC,Fireball,minute,Three amber orbs floating over downtown Durham,8/20/21
8/17/21 14:43,Deep River (Canada),ON,,,MADAR Node 59,
8/17/21 01:10,Camden,AR,Unknown,~1 minute,A brightly lit UFO flitted high in the sky in rural south central AR.,8/20/21
8/17/21 00:30,Vancouver,WA,,1 second,Bright flash lit up the sky over the Portland area about 3 times,8/20/21
8/16/21 18:00,Mason,NH,Light,15 Minutes,"Fast moving (over 30 miles in 10 minutes), sharp 90 degree turns, solid light with no flashes.",8/20/21
8/16/21 15:21,Newington,CT,,,MADAR Node 106,
8/16/21 03:15,Ririe,ID,Sphere,45 minutes,"UFO Sighting Report – Monday, August 16, 2010 Commencing 03:15 MDT  My brother and I planned a two-day fly fishing float trip down the",8/20/21
8/16/21 02:00,Burbank,IL,Unknown,10 minutes,look up and said wow at the clouds and then i look at pictures and then I see them.,9/7/21
8/16/21,Burbank,IL,Changing,10 minutes,I looked up at the clouds and took pictures and then I looked at them and saw these,9/7/21
8/15/21 22:50,Hillsdale,MI,Disk,10 seconds,"Large metallic/reflective disk-like object flying low overhead, seemed to be following the direction of the nearby highway.",
8/15/21 22:38,Waterford,MI,Unknown,3:30,Strange moving light in the sky,9/7/21
8/15/21 22:30,Corinth,NY,Rectangle,25 seconds,((HOAX))  Observing the 3 craft I think they want me  to see that for my bday I'm a UFO alien but and starship fanatic .,9/7/21
8/15/21 20:55,Mohrsville,PA,Triangle,20 minutes,"Orange lights seen in August near Mohrsville, PA",
8/15/21 19:12,Earth's Orbit,,Disk,1 minute,Craft sighted after separation of 2nd Stage Booster from Inspiration 4 Crew Capsule,
8/15/21 18:49,Furlong,PA,,,MADAR Node 38,
8/15/21 17:46,Atlantic Ocean (in sky; above),VA,Egg,1 hour,Multiple Objects seen in the sky during a commercial flight,8/20/21
8/15/21 17:00,Bethlehem,PA,Circle,5 Minutes,Bright silver object high in the sky moving slowly to the South East.,8/16/21
8/15/21 14:45,Lords Valley,PA,Triangle,1 minute,black triangle heading west over pike county pa. during daytime with clear skies.,8/20/21
8/15/21 12:19,Littlerock,AR,,,MADAR Node 56,
8/15/21 09:40,Staten Island,NY,Cigar,2min,Bright orb ufo next I pick up a huge cigar ufo no lights no sound the more I think about this craft the more it freaks me out.,8/16/21
8/15/21 05:59,Watsonville,CA,,,MADAR Node 105,
8/15/21 03:52,Lacey,WA,,,MADAR Node 50,
8/15/21 00:47,Jaffna (Sri Lanka),,Fireball,5 to 10 seconds,"When me and my family came out of our house tonight(08:15:2021), we saw a flying object in the sky.it looked like a ball of fire.it was",8/16/21
8/15/21 00:03,Philadelphia,PA,Unknown,10 minutes,Orange light seen moving over Philadelphia,8/20/21
8/14/21 21:00,Fort Myers,FL,Triangle,30 minutes,My son calls me outside around 9pm it tells coming outside and look at all these object circling in the sky. The sky was partly cloudy.,8/20/21
8/14/21 20:53,Plattsburgh,NY,Light,30 Minutes+,"Saw a light in the sky moving erratically, zig zagging and changing its rate of speed.",8/16/21
8/14/21 20:00,Weymouth,MA,Flash,&gt;7 seconds,trail of bright light flashes and disappears,8/16/21
8/14/21 18:07,Ajax (Canada),ON,,,MADAR Node 41,
8/14/21 18:00,Davis,CA,Oval,5 minutes,Oval shaped metallic object with two lights that appeared to move back and forth between the ends.,8/16/21
8/14/21 14:01,Grand Junction,CO,,,MADAR Node 75,
8/14/21 12:21,Nanuet,NY,,,MADAR Node 180,
8/14/21 06:54,Hanover,MD,,,MADAR Node 77,
8/14/21 02:35,Ada,OK,Circle,5 min,2 witnesses in ada oklahoma see circular ufo,8/16/21
8/14/21 00:18,Lords Valley,PA,,,MADAR Node 44,
8/13/21 23:03,Reading,PA,Circle,30 seconds,i saw ufo change color and shape and have 29 seconds on my iphone videos,8/16/21
8/13/21 22:20,Windsor (Canada),ON,Light,3 minutes,Night sky south of Windsor going North and flashing light.At sometimes stopping and changing directions from left to right.Then stoppin,8/16/21
8/13/21 21:43,Myrtle Beach,SC,Light,36 seconds,My family and I were walking along the beach with flashlights looking for shells and anything that washed up on the shore. We looked ou,8/16/21
8/13/21 20:15,Shippensburg,PA,Light,15 seconds,Extremely bright white ball of light moving above tree tops less than 1/4 mile away. Made sudden movement. Disappeared and came back.,8/16/21
8/13/21 18:42,Elizabeth,CO,,,MADAR Node 34,
8/13/21 04:43,Newington,CT,,,MADAR Node 106,
8/13/21 03:30,Santa Fe,NM,Triangle,15 seconds,Fast moving triangular craft observed through a third generation night vision scope while observing the Perseids meteor shower.,8/16/21
8/13/21 02:48,Cumberlandd Foreside,ME,Triangle,10-15 seconds,Six flashing red and white lights in triangular shape flying southbound seen from ground by pilot /former ATC,8/16/21
8/13/21 02:30,Morongo Valley,CA,Sphere,Milliseconds,"From the north east to south west I spotted a faint dot of white, very small, shoot in a straight line across the sky the object left n",8/16/21
8/13/21 01:25,Mt. Vernon,IN,,,MADAR Node 119,
8/12/21 23:00,Seaside,OR,Unknown,1 minute,"While standing outside trying to see some meteors, I saw what looked like a row of white lights coming up the coast, south of Seaside O",8/20/21
8/12/21 22:34,East Petersburg,PA,Light,4 minutes,Heat lightning in sky made my husband and I look out window. Seen one single bright light in sky hovering for approximately a minute to,8/16/21
8/12/21 22:06,New Caney,TX,Other,5 seconds,Strand of orange lights travel over Wal-Mart parking lot in New Caney Texas,8/16/21
8/12/21 22:05,Metairie,LA,Sphere,4 seconds,"Spherical Light UFO traveling low, fast, and making quick turns.",8/16/21
